"","","X1","X2","X3","Y","ydum"
"1",1,2.01495640631765,8.71040577378395,0,-3.6795051444646,0
"2",1,1.61353701213375,4.16719051318918,1,2.47769999208695,1
"3",1,1.85381533298641,3.53584406904739,0,1.41732378527984,1
"4",1,2.38620416168123,5.60252555462952,0,0.774983354340228,1
"5",1,1.17027193773538,3.82750415810205,0,0.197296787306515,1
"6",1,1.45087323291227,4.40328226972737,1,1.82176085172339,1
"7",1,1.54906104598194,3.11407854764533,1,1.06413514134923,1
"8",1,1.54461013246328,6.63122402386774,0,-0.280436463973882,1
"9",1,2.23165861563757,17.5528193474489,1,-10.1648943431665,0
"10",1,1.85934305097908,1.58184926486518,0,0.888982227133532,1
"11",1,2.30331133399159,10.2600597419268,1,-3.8491648195126,0
"12",1,2.1354755051434,16.5296905758789,1,-8.00586302065216,0
"13",1,1.22701796423644,2.02297805194096,0,2.0401470889751,1
"14",1,2.19185061054304,3.89448987845825,0,1.55896781275479,1
"15",1,1.71609995001927,9.5051412001411,0,-4.335505269123,0
"16",1,1.85761883668602,6.06804528976984,0,-0.434571405024861,1
"17",1,1.10380664421245,3.94048431699837,0,1.93794257266987,1
"18",1,1.52835533488542,7.31178441994971,1,-1.69018473146873,0
"19",1,1.79758146172389,9.4290581519793,0,-3.7687293872906,0
"20",1,2.67226828681305,5.89562601334516,0,0.407053587093158,1
"21",1,2.72944245161489,3.65022195522524,0,3.70111458183004,1
"22",1,2.23070483375341,10.7376413510449,0,-5.46861522414451,0
"23",1,2.55021979287267,2.48251176960064,1,3.2820580063103,1
"24",1,1.71113738277927,2.07731817238354,0,2.52774803977961,1
"25",1,1.81169994408265,5.65978687462631,0,0.358106282055338,1
"26",1,2.41329382779077,14.6253156484037,0,-8.45481535324038,0
"27",1,2.67657533055171,6.66144157362274,0,-0.193720932739863,1
"28",1,1.47917826240882,2.68675485516409,0,3.21841309446888,1
"29",1,2.54154306650162,2.05306718187584,1,5.08208973392021,1
"30",1,1.71179548883811,8.56686078436485,1,-3.77125994509717,0
"31",1,2.07119407551363,2.26315070530931,1,3.11690726138305,1
"32",1,1.18617625907063,4.42382208579812,1,-2.63354298037612,0
"33",1,1.33960608299822,0.516591913027095,1,4.2680952932275,1
"34",1,2.79966490156949,7.86412264016697,0,-2.13870684059384,0
"35",1,1.84527521394193,8.21004632459222,0,-2.71235196384462,0
"36",1,2.49549293564633,5.46787888628752,0,0.202668970607755,1
"37",1,2.64530515996739,6.15031068045155,0,0.1203524376464,1
"38",1,2.90930729266256,3.0722466012096,0,4.30065286812895,1
"39",1,2.37088901875541,6.55518735997044,0,0.107039803280883,1
"40",1,2.00100645935163,7.44533293925438,0,-2.34271534500289,0
"41",1,1.55096772499382,6.71204221055633,1,-0.457778306264998,1
"42",1,1.45780788967386,2.35527149826948,0,1.89641688204796,1
"43",1,1.02886781189591,2.89736289061154,0,0.778777311373567,1
"44",1,2.45792912505567,4.29031596347476,0,-0.1389552612825,1
"45",1,1.49976094346493,4.86932494065938,1,-0.508339792406917,0
"46",1,1.32236655335873,11.336119305896,0,-7.15818767079339,0
"47",1,1.03408530028537,4.55620612060489,0,1.64906612399052,1
"48",1,1.972200690303,7.20760093750274,0,-0.539372244338318,0
"49",1,1.20580034377053,7.311209509458,0,-3.48558537589327,0
"50",1,2.60309400921687,6.97185714325259,0,-2.08589829591628,0
"51",1,1.70865612989292,5.6289409971666,1,-2.53817289713098,0
"52",1,2.87286507850513,6.95870403734124,0,-0.528038784691373,0
"53",1,1.49173278454691,1.80452316437652,0,2.79355053838225,1
"54",1,1.94628292275593,5.58924884962652,0,-0.318340399255587,1
"55",1,1.38312174240127,9.81595885540257,1,-4.12948918850389,0
"56",1,2.1664439397864,9.25744702267154,0,-3.32283831072954,0
"57",1,1.91894637979567,3.91886994074129,0,1.29220083563243,1
"58",1,1.93486809590831,3.35213101416929,1,2.6416457179097,1
"59",1,1.79966511111706,7.51323060443828,1,-2.92154173757531,0
"60",1,2.01057119248435,3.90793065631367,0,2.80328033157062,1
"61",1,1.06377631193027,4.81036988434835,0,-3.95406577812204,0
"62",1,1.22893517604098,7.73300980916528,1,-2.47383274148343,0
"63",1,1.93787095183507,14.7556033697621,0,-6.66655243768328,0
"64",1,1.793973475229,8.34169497601103,0,-1.6217535826575,0
"65",1,2.66723838821054,6.79340546521187,1,1.50759964557266,1
"66",1,2.52224348671734,13.889261943843,0,-6.24956961646098,0
"67",1,2.14671289781108,3.15619916046583,0,3.7583963071087,1
"68",1,1.89501609187573,1.2076106494119,1,6.21118294667306,1
"69",1,1.1676040161401,3.41484819517289,0,1.18306876034917,1
"70",1,1.43827709462494,3.73613061063149,0,0.317954972908757,1
"71",1,1.15114058367908,5.25839707543926,1,0.151754419792196,1
"72",1,2.06885356875136,7.49096799503345,0,-0.00620930971720979,1
"73",1,2.28271315339953,12.8636468379997,0,-7.85070891337715,0
"74",1,2.05147863505408,11.4628389873814,0,-5.45193794446142,0
"75",1,1.07856277609244,4.09180569606021,0,-0.0524102740292638,1
"76",1,2.09171967953444,9.97746278204707,0,-4.34001130176269,0
"77",1,1.74552619457245,13.3909755911539,0,-8.23295705027959,0
"78",1,2.92260482907295,5.82724702930856,1,1.50919741939088,1
"79",1,1.51468313811347,7.64546907153778,0,-3.87672637380942,0
"80",1,1.41590336663648,12.6354530249064,1,-6.38697733285992,0
"81",1,2.7227648794651,7.88337569666319,0,-1.97893861403087,0
"82",1,1.92878396529704,2.19027152197108,1,4.16154500214165,1
"83",1,1.44573486689478,4.24105668993226,0,-1.66669889525224,0
"84",1,2.24709920305759,6.8213368360782,0,-2.83264648259328,0
"85",1,1.4072954012081,4.09459531948337,0,0.475637419917709,1
"86",1,1.03934682719409,1.93812007059411,1,0.907402814987848,1
"87",1,2.59598601190373,4.82187835970209,0,1.55972598708866,1
"88",1,1.54863779339939,10.1178108968968,1,-6.07989776316712,0
"89",1,1.33321820804849,2.65786957621219,0,0.69937435671133,1
"90",1,1.34030343638733,6.43477116528295,0,-1.16112664692652,0
"91",1,1.9770118733868,3.79979008893162,0,3.0012744622204,1
"92",1,2.42281815456226,3.80086023308821,1,1.56938602182791,1
"93",1,2.18386984290555,1.82865616014408,1,3.11344354843657,1
"94",1,2.03431375371292,4.22044414039823,1,1.53514369990349,1
"95",1,1.76325537171215,3.54058469585161,0,0.378817914447266,1
"96",1,2.66955665918067,1.37586283128396,1,4.45456465628996,1
"97",1,1.49801610130817,2.33727761207529,0,0.515487923916078,1
"98",1,2.08120205579326,3.68250625756922,0,2.15690400863479,1
"99",1,2.4876788072288,9.09611362376023,0,-1.10302194760885,0
"100",1,1.06002371013165,7.26924060012453,1,-0.955424848335769,0
"101",1,1.6886870097369,3.28091657201515,0,1.11510298143011,1
"102",1,1.1226451061666,4.50503644591721,0,-2.0784814304367,0
"103",1,1.73795961774886,4.34942990545334,0,0.0928239842963947,1
"104",1,1.81518712081015,11.3984114471784,1,-5.17358603866711,0
"105",1,2.82867351081222,7.08244447104279,0,-0.473730076126684,0
"106",1,2.77741049602628,2.27963461035738,0,4.31513817556307,1
"107",1,2.96746435249224,8.6135750102066,0,-0.946015973264385,0
"108",1,1.95439055748284,11.5548081669974,0,-6.18269236385577,0
"109",1,2.38701646681875,1.50102518935066,0,3.2224392298196,1
"110",1,1.85149292461574,4.93399310551113,0,0.0237409995627378,1
"111",1,2.56833306560293,0.91130131313999,0,4.4334920173088,1
"112",1,2.68539197463542,1.75071608894639,0,4.1110607331554,1
"113",1,1.36694429302588,4.08905726636542,1,1.15531402884478,1
"114",1,2.05707920249552,2.97420017438703,0,4.01827260115169,1
"115",1,2.40589510090649,10.3634645412357,0,-3.37568181378066,0
"116",1,2.82654552021995,5.53007039881984,1,0.294100917496527,1
"117",1,1.51834783656523,1.95932167951392,0,2.48507159094642,1
"118",1,2.58524953993037,5.51975542187927,0,0.591747491638922,1
"119",1,2.22893910296261,6.75096123772722,0,0.537827383249641,1
"120",1,2.40124105662107,4.94159564054813,0,-0.354584138356843,1
"121",1,1.21586646791548,11.6395372331596,0,-6.96276054295491,0
"122",1,1.66773158637807,4.73462389395614,0,-0.523064128638421,0
"123",1,1.64826321648434,7.00482959148187,0,-1.33729148788978,0
"124",1,2.13085151230916,4.95906890205387,0,-0.757703526390223,0
"125",1,1.40635638264939,0.803053885636231,0,3.74258652049482,1
"126",1,1.4394090147689,9.60608826153244,0,-4.21686445274716,0
"127",1,2.26623055851087,6.26156818183919,0,-0.840983656795188,0
"128",1,1.70504102064297,9.66888090928715,0,-6.08173097377291,0
"129",1,2.71374646807089,2.93424906250972,0,4.23331492217051,1
"130",1,2.90144313499331,5.37344245543416,0,-0.0249153697391429,1
"131",1,2.77606302173808,2.54743905195753,1,3.13521366888464,1
"132",1,1.09371755365282,10.0670581895364,1,-4.80815014344448,0
"133",1,2.53808102756739,5.5642596726484,0,1.3291766520018,1
"134",1,1.46045084530488,3.96749546924908,0,2.38153765170223,1
"135",1,1.63036823552102,9.29989681251655,0,-3.14822938264733,0
"136",1,1.56533917179331,8.50661107353264,1,-2.0903002002275,0
"137",1,2.42639130260795,7.8775669407652,0,-0.999896677270778,0
"138",1,2.72427583346143,4.09316762746635,0,1.52355509144482,1
"139",1,1.2126470413059,8.44756315079095,0,-2.15000948804706,0
"140",1,2.10065551148728,6.69944347511087,0,-1.37988389135203,0
"141",1,2.29673902876675,3.08441049194834,1,2.91165963064393,1
"142",1,1.4695733981207,8.7166592083037,1,-3.95206086350811,0
"143",1,1.1525944294408,4.14180587754194,1,1.68642024975608,1
"144",1,2.84619008516893,6.07954214255701,0,1.45651023005841,1
"145",1,1.29443338513374,10.1202758763745,0,-4.83906730034173,0
"146",1,2.64478074992076,8.25429997089278,0,-2.32536595290864,0
"147",1,1.82703678449616,2.14810507038163,1,2.7226432029058,1
"148",1,2.2250412190333,5.13584595506194,1,-0.944608373284926,0
"149",1,1.1362410034053,8.75405911931551,0,-3.66722674451436,0
"150",1,2.80826439615339,9.25461513205734,0,-2.86891981514162,0
"151",1,2.75908639747649,16.2576572401169,0,-9.00946729877198,0
"152",1,1.39423374505714,3.71434608661277,1,0.535351800821958,1
"153",1,1.13891942147166,13.2013816515982,0,-9.1691344089633,0
"154",1,1.31467914674431,5.63757238366188,0,-1.24831926627677,0
"155",1,1.66691356012598,3.08334022906822,0,0.770773246623723,1
"156",1,1.36012354725972,15.3100231113016,1,-9.84670149052879,0
"157",1,1.29296537349001,7.31838291266176,0,-1.97161603920426,0
"158",1,1.58115087682381,10.3280451868924,1,-5.08470559747727,0
"159",1,2.87213777611032,5.57602011146979,0,0.161568859293448,1
"160",1,1.20492093870416,2.10657078204301,0,2.08755220142148,1
"161",1,2.44670376460999,2.36913669726691,0,2.33220762115603,1
"162",1,2.03280298784375,9.32903502881403,0,-4.86396514366432,0
"163",1,1.82379895634949,7.14123708480495,0,0.458476833145859,1
"164",1,1.82653055991977,3.82608933208315,0,2.49222874097792,1
"165",1,2.52408881671727,4.24264545912975,0,1.85218152517059,1
"166",1,1.51835309481248,9.70763891000077,1,-2.56309504903094,0
"167",1,2.52637956058607,4.10950816409152,1,3.93998631301169,1
"168",1,2.96480962727219,10.2627005646096,1,-1.6446076020496,0
"169",1,2.34023806266487,3.97540779700739,0,1.84075354969423,1
"170",1,2.17985578486696,3.48285752089427,0,1.67133375532623,1
"171",1,2.12619768036529,7.33166045245349,1,-0.542649209407426,0
"172",1,2.52359360875562,6.06654315175651,0,0.913691133095365,1
"173",1,2.49059480102733,4.26811682947439,1,2.15493590582685,1
"174",1,2.41565452422947,12.7589858510642,1,-4.76864114991998,0
"175",1,2.97361648827791,3.27157960193702,0,1.45503618189659,1
"176",1,1.90326181426644,2.50169769831393,1,3.42081002575325,1
"177",1,1.23643481591716,8.05828895807862,0,-4.11676708822498,0
"178",1,1.47727063763887,9.7846089377243,0,-5.39293327831389,0
"179",1,1.94104552362114,2.09043004168618,0,3.05674006972632,1
"180",1,1.70464614173397,6.6865038633854,1,0.0110900999506751,1
"181",1,1.67715048976243,12.9055721219776,0,-7.49539088341496,0
"182",1,1.25460253236815,4.68196505341474,0,-1.04787425014256,0
"183",1,1.84814771218225,12.070454830391,1,-4.78770031450623,0
"184",1,1.94662167970091,2.9170418732153,1,3.79971985454606,1
"185",1,2.05544401472434,5.42440790383291,0,0.957169903212499,1
"186",1,2.25390721857548,5.75654593137205,0,-0.587075763235477,0
"187",1,2.752052183263,7.15804434155251,0,2.3287881251693,1
"188",1,2.35831407317892,7.66911838940155,1,-1.33102272997353,0
"189",1,2.44812802132219,5.62417129072481,0,1.57135192501016,1
"190",1,1.36369544547051,13.1152090105314,0,-5.91549327637822,0
"191",1,1.15571103710681,3.68769536827563,0,1.12195120940106,1
"192",1,1.14439480705187,2.23682761523855,0,0.985049573062681,1
"193",1,1.10812518885359,19.0962026531489,1,-11.6409305507841,0
"194",1,2.03454681066796,8.71559521059498,0,-2.30423253911309,0
"195",1,2.62810313748196,6.29860481281636,0,-0.288043668616897,1
"196",1,1.89809680497274,4.04919131270269,0,-0.766772591525109,0
"197",1,2.11778977559879,5.23665766220638,0,0.813132152996184,1
"198",1,1.55976021336392,6.92479323001957,1,-1.76453420952611,0
"199",1,2.78018807480112,4.48629741866242,0,1.33996954596788,1
"200",1,2.43169855652377,6.55721578269005,0,0.538222279602746,1
"201",1,1.44617678457871,11.0517859984235,0,-6.01122166631581,0
"202",1,2.07178999716416,3.55843267640141,0,2.52952863790847,1
"203",1,2.32505819387734,1.34444193097425,0,4.43568163430179,1
"204",1,2.69614106696099,6.23907840463434,0,-0.77392121814988,0
"205",1,1.2983662057668,9.69835775523727,0,-3.85048617518141,0
"206",1,2.3401987971738,4.43585313670931,0,1.19146170693154,1
"207",1,2.52327135903761,7.84992800723234,0,0.617019478320597,1
"208",1,2.99726890632883,5.22960920613445,0,0.560252381014644,1
"209",1,1.52659454662353,9.41287624023252,0,-3.35740492782813,0
"210",1,2.77037206338719,1.66287916895811,1,3.67341020381797,1
"211",1,2.42668403824791,5.64090978631511,0,0.692935158167288,1
"212",1,2.34124405356124,15.5161990323846,1,-9.73126318565597,0
"213",1,2.49137915344909,6.18851329657551,1,-1.28562882194645,0
"214",1,1.82696548942477,9.30420376923368,1,-2.242516693911,0
"215",1,1.09730720333755,11.897430090941,0,-5.46297482898152,0
"216",1,2.52936962386593,7.73433120309276,0,-0.618488675493985,0
"217",1,2.69612918328494,2.99566731273322,1,1.96641371484374,1
"218",1,2.06432547513396,9.02394860921934,0,-4.54698591170967,0
